Title,Authors,Year,Venue,DOI,Source
"Federal Court Cases: Integrated Data Base, 2011",Unknown,2012.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr33622.v1,Crossref
"Federal Court Cases: Integrated Data Base, 2008",Unknown,2009.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr25002.v5,Crossref
"Federal Court Cases: Integrated Data Base, 2009",Unknown,2011.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr29661.v2,Crossref
"Federal Court Cases: Integrated Data Base, 2006",Unknown,2007.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04685,Crossref
Networking Content-Rich Data Centers,Lee,2010.0,"Integrated Photonics Research, Silicon and Nanophotonics and Photonics in Switching",https://doi.org/10.1364/ps.2010.pmb4,Crossref
"Federal Court Cases: Integrated Data Base, 2003",Unknown,2004.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04026,Crossref
"Federal Court Cases: Integrated Data Base, 2001",Unknown,2002.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr03415,Crossref
"Federal Court Cases: Integrated Data Base, 2009",Unknown,2011.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr29661.v3,Crossref
"Federal Court Cases: Integrated Data Base, 2005",Unknown,2006.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04382.v1,Crossref
"Federal Court Cases: Integrated Data Base, 2002",Unknown,2004.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04059.v3,Crossref
"Federal Court Cases: Integrated Data Base Appellate and Civil Pending Data, 2011",Unknown,2010.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr29281.v2,Crossref
Statistical Models in Data Mining: A Bayesian Classification,,2018.0,International Journal of Recent Trends in Engineering and Research,https://doi.org/10.23883/ijrter.conf.20171201.059.c8rz1,Crossref
The ATMODAT Standard enhances FAIRness of Atmospheric Model data,"Heydebreck, Kaiser, Ganske, Kraft, Schluenzen, Voss",2020.0,,https://doi.org/10.1002/essoar.10504946.1,Crossref
The Federal Death Penalty System: A Statistical Survey (1988––2000),,2001.0,Federal Sentencing Reporter,https://doi.org/10.1525/fsr.2001.14.1.35,Crossref
Towards predictive maintenance of hydrogen pressure vessels based on multi-sensor data,"Unknown, Karapanagiotis, Unknown, Heimann, Unknown, Duffner, Unknown, Charmi, Unknown, Schukar, Unknown, Hashemi, Unknown, Prager",2024.0,Research and Review Journal of Nondestructive Testing,https://doi.org/10.58286/30513,Crossref
,,2019.0,,https://doi.org/10.35802/215408,Crossref
Effects of Optical Intra-gap Transitions on Superexchange Interaction in La2CuO4 with Nonequilibrium Photoexcited Centers,"Unknown, Semen I., Vladimir A., Unknown, Sergey G., Unknown",2018.0,Journal of  Siberian Federal University. Mathematics &amp; Physics,https://doi.org/10.17516/1997-1397-2018-11-2-159-170,Crossref
Data and research in the era of artificial intelligence and advanced data science (NSF),,2020.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.31450,Crossref
Spectral and conductive characteristics of fullerene-based thin-film structures,"Mazinov, Unknown, Gurchenko, Shevchenko, Arutinov, Tyutyunik, Unknown, Unknown, Unknown, Unknown",2019.0,Ecological Bulletin of Research Centers of the Black Sea Economic Cooperation,https://doi.org/10.31429/vestnik-16-2-48-58,Crossref
EASYDAB (Earth System Data Branding): Enhancing the Findability and the Reuse of  FAIR and Open Data,"Ganske, Heil, Lammert, Thiemann",2022.0,,https://doi.org/10.1002/essoar.10509983.1,Crossref
Centers of Excellence for Total Worker Health (NIOSH),,2020.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.31308,Crossref
Claude D. Pepper Older Americans Independence Centers (NIA),,2019.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.30505,Crossref
Photonics in Data Centers,"Ben Yoo, Proietti, Grani",2017.0,Optical Switching in Next Generation Data Centers,https://doi.org/10.1007/978-3-319-61052-8_1,Crossref
Statistical static capacity management in virtualized data centers supporting fine grained QoS specification,"Hoyer, Schröder, Nebel",2010.0,Proceedings of the 1st International Conference on Energy-Efficient Computing and Networking,https://doi.org/10.1145/1791314.1791322,Crossref
Understanding Federal STEM Education Initiatives,"Centers, Balazs, Ogunyale",,2024 ASEE Annual Conference &amp; Exposition Proceedings,https://doi.org/10.18260/1-2--48191,Crossref
"Guidance: Requirements for Installing Renewable Fuel Pumps at Federal Fleet Fueling Centers under EISA Section 246: Federal Fleet Program, Federal Energy Management Program, U.S. Department of Energy, March 2011",Unknown,2011.0,,https://doi.org/10.2172/1009287,Crossref
Next Generation Chemistry Centers for Fusion Oncoproteins (NCI),,2023.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.33184,Crossref
Growth Centers and the Areas of Severe Distress,,2015.0,Regional Economic Development,https://doi.org/10.4324/9781315671680-10,Crossref
VLCcube: A Network Topology for VLC Enabled Wireless Data Centers,Guo,2022.0,Data Center Networking,https://doi.org/10.1007/978-981-16-9368-7_6,Crossref
"Federal Court Cases: Integrated Data Base, 1970-2000",Unknown,1990.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr08429,Crossref
Augustus F. Hawkins Centers of Excellence Program (ED),,2024.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.33661,Crossref
Centers for Independent Living Competition—North Carolina (ACL),,2020.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.31063,Crossref
Claude D. Pepper Older Americans Independence Centers (NIA),,2022.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.32499,Crossref
Claude D. Pepper Older Americans Independence Centers (NIA),,2024.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.33849,Crossref
DCube: A Family of Network Topologies for Containerized Data Centers,Guo,2022.0,Data Center Networking,https://doi.org/10.1007/978-981-16-9368-7_4,Crossref
Federal Institutes and The Robert Wood Johnson Foundation Create Tobacco Use Research Centers,Unknown,1999.0,PsycEXTRA Dataset,https://doi.org/10.1037/e311302004-001,Crossref
"Big Data Research and Development Initiative (Federal, U.S.)","Zhao, Iacono",2018.0,Encyclopedia of Big Data,https://doi.org/10.1007/978-3-319-32001-4_241-1,Crossref
A Practical Use Case: Lesson Learned From Social Science Research Data Centers,"Bender, Blaschke, Hirsch",2024.0,Harvard Data Science Review,https://doi.org/10.1162/99608f92.8a2f4507,Crossref
"Federal Court Cases: Integrated Data Base, 1970-2000",Unknown,1990.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr08429.v7,Crossref
DIGITALIZATION OF PROVIDING STATISTICAL DATA ABOUT ANIMALS BASED ON THE REGAGRO SOFTWARE PACKAGE,"Unknown, Bogomolova",2020.0,AZIMUTH OF SCIENTIFIC RESEARCH: ECONOMICS AND ADMINISTRATION,https://doi.org/10.26140/anie-2020-0902-0018,Crossref
Statistical Analysis of Cancer Data,"N Prasad, Kumar Diwakar",2022.0,International Journal of Science and Research (IJSR),https://doi.org/10.21275/sr22819190317,Crossref
Virtual Machine Migration in Cloud Data Centers for Resource management,"Unknown, Reddy",2016.0,International Journal Of Engineering And Computer Science,https://doi.org/10.18535/ijecs/v5i9.41,Crossref
Using Dashboards to Reach Acceptable Risk in Statistics Data Centers Through Risk Assessment and Impact,"Amin, Valverde",2017.0,Service Science: Research and Innovations in the Service Economy,https://doi.org/10.1007/978-3-319-65082-1_3,Crossref
Delay Predictors in Multi-skill Call Centers: An Empirical Comparison with Real Data,"Thiongane, Chan, L’Ecuyer",2020.0,Proceedings of the 9th International Conference on Operations Research and Enterprise Systems,https://doi.org/10.5220/0009181401000108,Crossref
Towards predictive maintenance of hydrogen pressure vessels based on multi-sensor data fusion and digital twin modeling,"Unknown, Karapanagiotis, Unknown, Heimann, Unknown, Duffner, Unknown, Charmi, Unknown, Schukar, Unknown, Hashemi, Unknown, Prager",2024.0,,https://doi.org/10.58286/29702,Crossref
"Big Data Research and Development Initiative (Federal, U.S.)","Zhao, Iacono",2022.0,Encyclopedia of Big Data,https://doi.org/10.1007/978-3-319-32010-6_241,Crossref
A Novel VM Allocation Method for Dedicated Servers in Large Scaled Data Centers,Bala,2017.0,International Journal of Scientific Engineering and Research,https://doi.org/10.70729/ijser171720,Crossref
Health Services Data: The Centers for Medicare and Medicaid Services (CMS) Claims Records,Mullner,2015.0,Data and Measures in Health Services Research,https://doi.org/10.1007/978-1-4899-7673-4_5-1,Crossref
,,,,https://doi.org/10.1117/12.2250637.5387787080001,Crossref
Productivity Measurement and Analysis,"Unknown, Unknown",2009.0,,https://doi.org/10.1787/9789264044616-en,Crossref
AquaTech Innovations: Advancing Sustainability with Underwater Data Centers,Krishna Pasupuleti,2024.0,Blue Tech Revolution: Sustainable Underwater Data Centers for a Cooler Planet,https://doi.org/10.62311/nesx/7295,Crossref
World IGY data centers,Unknown,1957.0,Journal of Geophysical Research,https://doi.org/10.1029/jz062i004p00647-02,Crossref
A Rapid Statistical Data Processing System for Radio Propagation Research,CHARP,1960.0,Statistical Methods in Radio Wave Propagation,https://doi.org/10.1016/b978-0-08-009306-2.50027-3,Crossref
ggswissmaps: Offers Various Swiss Maps as Data Frames and 'ggplot2' Objects,"Petrillo Burri, Stephani",2014.0,CRAN: Contributed Packages,https://doi.org/10.32614/cran.package.ggswissmaps,Crossref
Geographic Information Systems Research and Data Centers,Abresch,,Online and Distance Learning,https://doi.org/10.4018/978-1-59904-935-9.ch136,Crossref
Monitoring and Controlling Power and Performance of Servers and Data Centers,,2019.0,Energy‐Efficient Computing and Data Centers,https://doi.org/10.1002/9781119422037.ch6,Crossref
Real Science,Spadaccini,2005.0,E-Learning and Virtual Science Centers,https://doi.org/10.4018/978-1-59140-591-7.ch020,Crossref
Pathophysiology of youth‐onset Type 2 Diabetes—Centers (NIDDK),,2021.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.31881,Crossref
Centers of Excellence for Veteran Student Success Program (ED),,2022.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.32370,Crossref
The Role of Technology Centers as Intermediary Organizations Facilitating Links for Innovation: Four Cases of Federal Technology Centers in Mexico,Stezano,2018.0,Review of Policy Research,https://doi.org/10.1111/ropr.12293,Crossref
Statistical Learning in Precision Medicine,"Srinivasan Perumbakkam, Kohl",2018.0,Precision Medicine,https://doi.org/10.1016/b978-0-12-805364-5.00003-2,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 1998",Unknown,2004.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04086.v1,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 2003",Unknown,2005.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04252.v1,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 2006",Unknown,2008.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr23081.v2,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 1995",Unknown,2005.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04304.v1,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 2007",Unknown,2008.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr23082.v2,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 1994",Unknown,2005.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04303.v1,Crossref
Cancer Prevention‐Interception Targeted Agent Discovery Program Centers (NCI),,2022.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.32632,Crossref
"National Child Traumatic Stress Initiative—treatment, service centers (SAMHSA)",,2019.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.30740,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 2001",Unknown,2005.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04250,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 2002",Unknown,2005.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04251,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 1995",Unknown,2005.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04304,Crossref
International Foreign Language Education—National Resource Centers Program (ED),,2021.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.32128,Crossref
Environmental Justice Thriving Communities Technical Assistance Centers Program (EPA),,2023.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.33177,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 2000",Unknown,2005.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04249,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 2007",Unknown,2008.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr23082,Crossref
Environmental Justice Thriving Communities Technical Assistance Centers Program (EPA),,2023.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.33208,Crossref
Accessibility Study for bi‐national centers in Argentina (DOS),,2024.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.34014,Crossref
NDT Data-Supported Structural Reassessments based on Regression Relations in Measuring Data Analysis,"Unknown, Bahrami Eskandari, Unknown, Küttenbaum",2024.0,e-Journal of Nondestructive Testing,https://doi.org/10.58286/29714,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 1997",Unknown,2005.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04306,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 2006",Unknown,2008.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr23081,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 2001",Unknown,2005.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04250.v1,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 1997",Unknown,2005.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04306.v1,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 1994",Unknown,2005.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04303,Crossref
Data Management in Clinical Research,,2000.0,Statistical Methods for Clinical Trials,https://doi.org/10.1201/9781482270716-17,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 2005",Unknown,2008.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr23080,Crossref
"Federal Court Cases: Integrated Data Base Bankruptcy Petitions, 1996",Unknown,2005.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr04305,Crossref
EXPLORING THE DATA,,2013.0,Research Design and Statistical Analysis,https://doi.org/10.4324/9780203726631-8,Crossref
